test_date,Strike,Cluster,Moneyness,Delta_call,Delta_put,option_return_call,option_return_put,value_t,weight_call,weight_put,R_t
2019-11-30,7000,1,0.9174752308019232,0.9637459872684505,-0.9638062254288604,-0.7869824460041781,-1,239165.12699999998,0.5,0.5,-0.893491223002089
2019-11-30,7500,1,0.9864894936330805,0.9559716291704,-0.9588135540767514,-1,-0.27242920595489317,97571.42599999999,0.5,0.5,-0.6362146029774466
2019-11-30,8000,1,1.0458908649885077,0.9556278840188335,-0.9559542940856387,-1,0.23872494322575416,129853.238,0.5,0.5,-0.38063752838712295
2019-11-30,10000,1,1.3018671387665084,0.9683216709093062,-0.966307469177258,-1,0.22118621720783327,257197.582,0.5,0.5,-0.38940689139608337
2020-03-28,4500,0,0.7238217637282041,0.998469051191115,-0.9996662263544156,0.5956796219479442,-1,1188867.42,0.5,0.5,-0.2021601890260279
2020-03-28,5500,0,0.8866064289793384,0.9966693815260673,-0.9981944781262715,0.9003316387662869,-1,611406.374,0.5,0.5,-0.04983418061685657
2020-03-28,6000,0,0.9682300690365281,0.9958770810833089,-0.9973410207627884,0.9911792815716289,-1,1492572.006,0.5,0.5,-0.004410359214185533
2020-03-28,6500,0,1.0466522749156335,0.9946248801316555,-0.99634157032473,0.8254724022118226,-1,659919.55,0.5,0.5,-0.0872637988940887
2020-05-30,8000,1,0.8354394163689786,0.981224944937208,-0.9771380536106923,-0.336994198268638,-1,1751233.578,0.5,0.5,-0.668497099134319
2020-05-30,9000,1,0.9416568606504488,0.9640479937777193,-0.9615258850257278,-0.7729744424532526,-1,1242353.662,0.5,0.5,-0.8864872212266264
2020-05-30,9500,1,0.997357577534349,0.9569986507397865,-0.9547714449239302,-1,-0.5883502726236979,2951394.144,0.5,0.5,-0.794175136311849
2020-05-30,10000,1,1.04839066883927,0.9553491703869111,-0.9529542925653967,-1,-0.14135015923534416,1812770.5420000001,0.5,0.5,-0.570675079617672
2020-05-30,12000,1,1.2573940136549169,0.9755468139623688,-0.9636604236813043,-1,0.07804760726558188,11022546.196,0.5,0.5,-0.46097619636720905
2020-07-04,7000,1,0.7668008924017812,0.9678125909344969,-0.9649398612771384,0.8606906973602708,-1,750972.968,0.5,0.5,-0.06965465131986459
2020-07-04,7500,1,0.8246356363080987,0.9532063447576016,-0.9447384913810926,1.0696928624323654,-1,622910.342,0.5,0.5,0.034846431216182694
2020-07-04,8000,1,0.880094669099384,0.9356024069335727,-0.9289910655562198,1.440528025092925,-1,1706400.7920000001,0.5,0.5,0.22026401254646255
2020-07-04,9000,1,0.9857233630630097,0.8991181520996876,-0.8921151346782055,2.795372168607126,-1,1303176.886,0.5,0.5,0.897686084303563
2020-07-04,9250,1,1.016864862359899,0.8847126052855313,-0.8910202399063724,3.80661317185913,-1,1114264.7719999999,0.5,0.5,1.403306585929565
2020-07-04,10500,1,1.155205664408302,0.8873891960827855,-0.87037271055444,5.7799577879791295,-1,408447.27999999997,0.5,0.5,2.3899788939895648
2020-07-04,11500,1,1.262234600657495,0.9229092690469972,-0.9150846242115891,-1,-0.8381487502105757,808229.458,0.5,0.5,-0.9190743751052879
2020-07-04,12000,1,1.3179333665405988,0.9357240780180294,-0.9273632618825033,-1,-0.6901701258610164,543207.282,0.5,0.5,-0.8450850629305082
2020-07-04,13000,1,1.4238425044211644,0.9579928445307152,-0.9478221950647507,-1,-0.5074544609166765,392185.532,0.5,0.5,-0.7537272304583382
2020-08-29,8000,1,0.6929820984265533,0.985505121775525,-0.9892308174082245,-0.24790260605326597,-1,214512.44,0.5,0.5,-0.623951303026633
2020-08-29,9000,1,0.7823021603151131,0.9850080763956464,-0.9713755803970182,-0.3581784035716425,-1,721395.634,0.5,0.5,-0.6790892017858212
2020-08-29,10000,1,0.8692708232948634,0.952906882643092,-0.9416866572836321,-0.5804210928990228,-1,3308921.838,0.5,0.5,-0.7902105464495114
2020-08-29,10500,1,0.9130156328527057,0.9305850374306223,-0.9292071544953253,-0.8219620498335434,-1,418457.278,0.5,0.5,-0.9109810249167717
2020-08-29,11000,1,0.9577840367191983,0.9191554182969025,-0.9170326727448599,-1,-0.30896620231339683,4487874.384,0.5,0.5,-0.6544831011566984
2020-08-29,11500,1,1.0010011194162571,0.9145647870910104,-0.9093733428805765,-1,0.2966209040750349,4284729.37,0.5,0.5,-0.35168954796248253
2020-08-29,12000,1,1.0423334231254193,0.9096868661313415,-0.903927523420128,-1,0.482890449046973,2234660.34,0.5,0.5,-0.2585547754765135
2020-08-29,13000,1,1.1284730597399173,0.9133880932112084,-0.9108020245106855,-1,0.4039620503523704,2060125.73,0.5,0.5,-0.2980189748238148
2021-02-27,18000,0,0.3835814708309181,0.999997143573854,-0.9999975663007146,0.1444266773702918,-1,2095389.7689999999,0.5,0.5,-0.4277866613148541
2021-02-27,24000,0,0.5158773494995895,0.999933979411434,-0.9999537933144895,0.24197747527566985,-1,315465.578,0.5,0.5,-0.3790112623621651
2021-02-27,28000,0,0.5994220421164286,0.9997834548634925,-0.999671257003587,0.19905177276617447,-1,667779.83,0.5,0.5,-0.40047411361691276
2021-02-27,32000,0,0.6927101596672558,0.9990926591334989,-0.9991619392120448,0.3378475716458328,-1,3210430.587,0.5,0.5,-0.3310762141770836
2021-02-27,36000,0,0.78356991051442,0.9981027356586472,-0.998274538621801,0.3535310411289276,-1,4538430.261,0.5,0.5,-0.3232344794355362
2021-02-27,44000,0,0.9346684913559606,0.997908061350629,-0.9961238079098997,-0.08344497891505231,-1,5437269.826,0.5,0.5,-0.5417224894575261
2021-02-27,48000,0,1.0210234139257406,0.9955386174232783,-0.9963237326521068,-0.31912787712050417,-1,15211475.818,0.5,0.5,-0.6595639385602521
2021-02-27,50000,0,1.0630055192509973,0.9953981641090096,-0.994867149419751,-0.6647115243891507,-1,24765240.815,0.5,0.5,-0.8323557621945754
2021-02-27,52000,0,1.1007966180653939,0.9960454481534482,-0.9961176894898189,-1,-0.9226468349854015,26684670.047000002,0.5,0.5,-0.9613234174927008
2021-02-27,56000,0,1.189977754019812,0.9961697669602142,-0.9956661473004765,-1,-0.578886517003001,18877207.371,0.5,0.5,-0.7894432585015005
2021-07-03,32000,0,0.9314744119914292,0.99188182291367,-0.9920007793539065,0.7651314048857922,-1,394331.611,0.5,0.5,-0.11743429755710388
2021-07-03,34000,0,0.9891053326391102,0.9894508716834673,-0.9896107496240284,0.8251273989554426,-1,721054.691,0.5,0.5,-0.08743630052227869
2021-07-03,35000,0,1.0161414113058216,0.9882131439705727,-0.988928883359483,0.6976441940528205,-1,1994017.942,0.5,0.5,-0.15117790297358974
2021-07-03,40000,0,1.1683799798280743,0.9829193104505015,-0.98114391105378,-0.9949664551927765,-1,4991014.501,0.5,0.5,-0.9974832275963883
2021-07-03,60000,0,1.769030197136982,0.9941175861312005,-0.999971133567497,-1,-0.24313623802854223,105435.064,0.5,0.5,-0.6215681190142711
2021-10-02,40000,0,0.8358599535777104,0.985613454470978,-0.9838968974521658,1.2791101475873197,-1,1387701.1099999999,0.5,0.5,0.13955507379365983
2021-10-02,45000,0,0.9379990343985438,0.9787440125077903,-0.9791574084810536,1.6685604774730332,-1,1285067.036,0.5,0.5,0.3342802387365166
2021-10-02,50000,0,1.044151284909598,0.974782927069264,-0.973524349074614,2.332748991740604,-1,2103035.011,0.5,0.5,0.666374495870302
2022-02-26,35000,1,0.8933906687108986,0.965977878009473,-0.9671067339319371,0.6398305246485935,-1,1186669.78,0.5,0.5,-0.18008473767570327
2022-02-26,36000,1,0.9135689999452906,0.964016514761437,-0.9649698820561456,0.677811180774248,-1,280192.075,0.5,0.5,-0.16109440961287602
2022-02-26,38000,1,0.9683288165217355,0.95609101616104,-0.9563988061089915,0.7807106470552174,-1,907571.414,0.5,0.5,-0.10964467647239129
2022-02-26,40000,1,1.0201275965597798,0.9507079725720441,-0.9519475753849292,0.7321531507723843,-1,4640848.777,0.5,0.5,-0.13392342461380785
2022-05-28,28000,0,0.9686305872171417,0.9796379059804,-0.9762150919768714,-1,2.874298451691105,940335.92,0.5,0.5,0.9371492258455525
2022-05-28,29000,0,1.0028650183710217,0.9727821874532483,-0.9725917085770945,-1,2.466639414226839,597178.547,0.5,0.5,0.7333197071134194
2022-05-28,30000,0,1.0355091179426197,0.9678150183442148,-0.9676022168166141,-1,2.2722361831254823,2746088.609,0.5,0.5,0.6361180915627411
2022-05-28,35000,0,1.211997644605514,0.9567614192774918,-0.955059425769398,-1,1.1695873863047326,1225853.177,0.5,0.5,0.08479369315236629
2022-07-30,19000,0,0.7774173551609646,0.992041238010887,-0.9911051501456639,-0.5608058533748533,-1,543485.692,0.5,0.5,-0.7804029266874266
2022-07-30,21000,0,0.864758017919273,0.985436637091823,-0.9862591736562388,-0.8452750579708179,-1,4169169.04,0.5,0.5,-0.922637528985409
2022-07-30,22000,0,0.9057363134300284,0.9841891921536337,-0.9840869025746611,-1,-0.5656799030442563,789742.235,0.5,0.5,-0.7828399515221282
2022-07-30,23000,0,0.9550118143262584,0.9819520071251016,-0.9799974923876233,-1,0.04550915860319472,723998.624,0.5,0.5,-0.47724542069840264
2022-07-30,24000,0,0.9912328285699827,0.9803991191809758,-0.9784312695813323,-1,0.3666067551301484,4228884.262,0.5,0.5,-0.3166966224349258
2022-07-30,25000,0,1.0266615803388477,0.9792304878571962,-0.980314519425559,-1,0.35731526808619285,621567.21,0.5,0.5,-0.3213423659569036
2022-09-03,19000,1,0.9553974464777273,0.975250749000655,-0.9779518058387894,-0.6769136148816328,-1,43707.444,0.5,0.5,-0.8384568074408164
2022-09-03,20000,1,1.0094195776812767,0.9722782319297516,-0.9739356459678155,-1,-0.736501710509167,480083.421,0.5,0.5,-0.8682508552545836
2022-09-03,21000,1,1.051229617878585,0.9687478984015373,-0.9694904570762629,-1,-0.2939357521386171,458029.187,0.5,0.5,-0.6469678760693085
2022-09-03,22000,1,1.1075866285744416,0.9648169929370064,-0.964214128227688,-1,-0.11854057486408587,228057.272,0.5,0.5,-0.559270287432043
2022-09-03,35000,1,1.7628028248027716,0.9884632459336223,-0.9943086534111757,-1,0.01102239377685617,91508.771,0.5,0.5,-0.4944888031115719
